Validator,PT_VERSION,2.3.0
Validator,ROCM_VERSION,6.0.0.0-91-08e5094
Validator,HIPBLASLT_VERSION,0.6.0-592518e7
Validator,GCN_ARCH_NAME,gfx942:sramecc+:xnack-
Validator,ROCBLAS_VERSION,4.0.0-88df9726-dirty
GemmTunableOp_Half_TN,tn_2560_4_8192,Gemm_Hipblaslt_TN_21531,0.0170767
GemmTunableOp_Half_TN,tn_14336_136_8192,Gemm_Hipblaslt_TN_22086,0.0903104
GemmTunableOp_Half_TN,tn_8192_48_2048,Gemm_Hipblaslt_TN_23388,0.0200798
GemmTunableOp_Half_TN,tn_2560_232_8192,Gemm_Hipblaslt_TN_22407,0.0455876
GemmTunableOp_Half_TN,tn_8192_176_8192,Gemm_Hipblaslt_TN_21996,0.0673751
GemmTunableOp_Half_TN,tn_8192_72_2048,Gemm_Hipblaslt_TN_21638,0.0216974
GemmTunableOp_Half_TN,tn_8192_2_2048,Gemm_Hipblaslt_TN_23388,0.0166847
GemmTunableOp_Half_TN,tn_8192_32768_2048,Gemm_Hipblaslt_TN_22051,2.07679
GemmTunableOp_Half_TN,tn_8192_112_2048,Gemm_Hipblaslt_TN_12681,0.0247854
GemmTunableOp_Half_TN,tn_8192_16_14336,Gemm_Hipblaslt_TN_23386,0.052578
GemmTunableOp_Half_TN,tn_57344_8_8192,Gemm_Hipblaslt_TN_21517,0.243897
GemmTunableOp_Half_TN,tn_8192_112_14336,Gemm_Hipblaslt_TN_21691,0.083047
GemmTunableOp_Half_TN,tn_8192_184_8192,Gemm_Hipblaslt_TN_21996,0.0716762
GemmTunableOp_Half_TN,tn_2560_48_8192,Gemm_Hipblaslt_TN_21587,0.0224142
GemmTunableOp_Half_TN,tn_8192_120_2048,Gemm_Hipblaslt_TN_12601,0.0266298
GemmTunableOp_Half_TN,tn_2560_88_8192,Gemm_Hipblaslt_TN_22134,0.0275934
GemmTunableOp_Half_TN,tn_8192_144_7168,Gemm_Hipblaslt_TN_21799,0.0591003
GemmTunableOp_Half_TN,tn_8192_8_2048,Gemm_Hipblaslt_TN_23388,0.0185806
GemmTunableOp_Half_TN,tn_14336_64_8192,Gemm_Hipblaslt_TN_22412,0.0705626
GemmTunableOp_Half_TN,tn_8192_32_7168,Gemm_Hipblaslt_TN_23386,0.0331593
GemmTunableOp_Half_TN,tn_8192_184_2048,Gemm_Hipblaslt_TN_21641,0.0299373
GemmTunableOp_Half_TN,tn_8192_72_7168,Gemm_Hipblaslt_TN_22215,0.0486684
GemmTunableOp_Half_TN,tn_8192_184_7168,Gemm_Hipblaslt_TN_21994,0.0709898
GemmTunableOp_Half_TN,tn_2560_16384_8192,Gemm_Hipblaslt_TN_21883,1.27883
GemmTunableOp_Half_TN,tn_14336_40_8192,Gemm_Hipblaslt_TN_22412,0.0680938
GemmTunableOp_Half_TN,tn_8192_24_2048,Gemm_Hipblaslt_TN_23386,0.0191006
GemmTunableOp_Half_TN,tn_57344_88_8192,Gemm_Hipblaslt_TN_22021,0.277053
GemmTunableOp_Half_TN,tn_8192_248_4096,Gemm_Hipblaslt_TN_21954,0.0589132
GemmTunableOp_Half_TN,tn_2560_32768_8192,Gemm_Hipblaslt_TN_22051,2.22839
GemmTunableOp_Half_TN,tn_5120_80_8192,Gemm_Hipblaslt_TN_22133,0.0394993
GemmTunableOp_Half_TN,tn_57344_40_8192,Gemm_Hipblaslt_TN_21557,0.253168
GemmTunableOp_Half_TN,tn_57344_32_8192,Gemm_Hipblaslt_TN_21543,0.249054
GemmTunableOp_Half_TN,tn_14336_8_8192,Gemm_Hipblaslt_TN_23388,0.0555052
GemmTunableOp_Half_TN,tn_8192_16_2048,Gemm_Hipblaslt_TN_12571,0.019107
GemmTunableOp_Half_TN,tn_28672_112_8192,Gemm_Hipblaslt_TN_21921,0.19084
GemmTunableOp_Half_TN,tn_8192_168_2048,Gemm_Hipblaslt_TN_12689,0.0293434
GemmTunableOp_Half_TN,tn_8192_128_7168,Gemm_Hipblaslt_TN_22114,0.0575963
GemmTunableOp_Half_TN,tn_8192_208_8192,Gemm_Hipblaslt_TN_22085,0.0711866
GemmTunableOp_Half_TN,tn_57344_104_8192,Gemm_Hipblaslt_TN_21797,0.328785
GemmTunableOp_Half_TN,tn_8192_72_8192,Gemm_Hipblaslt_TN_22165,0.0492824
GemmTunableOp_Half_TN,tn_28672_24_8192,Gemm_Hipblaslt_TN_21529,0.139806
GemmTunableOp_Half_TN,tn_57344_2048_8192,Gemm_Hipblaslt_TN_22029,3.73801
GemmTunableOp_Half_TN,tn_8192_192_8192,Gemm_Hipblaslt_TN_21996,0.0700923
GemmTunableOp_Half_TN,tn_2560_80_8192,Gemm_Hipblaslt_TN_21649,0.0262222
GemmTunableOp_Half_TN,tn_14336_152_8192,Gemm_Hipblaslt_TN_22065,0.100338
GemmTunableOp_Half_TN,tn_2560_96_8192,Gemm_Hipblaslt_TN_21649,0.0287702
GemmTunableOp_Half_TN,tn_8192_216_28672,Gemm_Hipblaslt_TN_22085,0.24067
GemmTunableOp_Half_TN,tn_8192_4_4096,Gemm_Hipblaslt_TN_23386,0.0183287
GemmTunableOp_Half_TN,tn_14336_2_8192,Gemm_Hipblaslt_TN_21531,0.0553179
GemmTunableOp_Half_TN,tn_8192_104_7168,Gemm_Hipblaslt_TN_22164,0.0544747
GemmTunableOp_Half_TN,tn_14336_16384_8192,Gemm_Hipblaslt_TN_21908,7.53413
GemmTunableOp_Half_TN,tn_8192_56_8192,Gemm_Hipblaslt_TN_21647,0.0473084
GemmTunableOp_Half_TN,tn_8192_128_2048,Gemm_Hipblaslt_TN_21925,0.0255534
GemmTunableOp_Half_TN,tn_14336_104_8192,Gemm_Hipblaslt_TN_22086,0.0834385
GemmTunableOp_Half_TN,tn_8192_256_4096,Gemm_Hipblaslt_TN_21954,0.0588412
GemmTunableOp_Half_TN,tn_10240_240_8192,Gemm_Hipblaslt_TN_22140,0.103878
GemmTunableOp_Half_TN,tn_8192_16_7168,Gemm_Hipblaslt_TN_12675,0.0284414
GemmTunableOp_Half_TN,tn_8192_104_2048,Gemm_Hipblaslt_TN_12601,0.0254302
GemmTunableOp_Half_TN,tn_8192_160_2048,Gemm_Hipblaslt_TN_12699,0.0266846
GemmTunableOp_Half_TN,tn_28672_232_8192,Gemm_Hipblaslt_TN_21797,0.302145
GemmTunableOp_Half_TN,tn_14336_224_8192,Gemm_Hipblaslt_TN_21954,0.127907
GemmTunableOp_Half_TN,tn_8192_24_14336,Gemm_Hipblaslt_TN_22379,0.0572768
GemmTunableOp_Half_TN,tn_14336_176_8192,Gemm_Hipblaslt_TN_21645,0.112844
GemmTunableOp_Half_TN,tn_10240_112_8192,Gemm_Hipblaslt_TN_22260,0.0656383
GemmTunableOp_Half_TN,tn_8192_144_2048,Gemm_Hipblaslt_TN_12699,0.0270958
GemmTunableOp_Half_TN,tn_10240_128_8192,Gemm_Hipblaslt_TN_22230,0.0698682
GemmTunableOp_Half_TN,tn_8192_120_7168,Gemm_Hipblaslt_TN_22117,0.0609539
GemmTunableOp_Half_TN,tn_2560_168_8192,Gemm_Hipblaslt_TN_22096,0.0387545
GemmTunableOp_Half_TN,tn_14336_128_8192,Gemm_Hipblaslt_TN_22086,0.0836097
GemmTunableOp_Half_TN,tn_8192_136_2048,Gemm_Hipblaslt_TN_12699,0.0271326
GemmTunableOp_Half_TN,tn_2560_56_8192,Gemm_Hipblaslt_TN_21587,0.0232574
GemmTunableOp_Half_TN,tn_8192_256_7168,Gemm_Hipblaslt_TN_22290,0.0880633
GemmTunableOp_Half_TN,tn_2560_104_8192,Gemm_Hipblaslt_TN_21692,0.0356813
GemmTunableOp_Half_TN,tn_8192_16384_2048,Gemm_Rocblas_16092,1.04959
GemmTunableOp_Half_TN,tn_2560_64_8192,Gemm_Hipblaslt_TN_21587,0.0235774
GemmTunableOp_Half_TN,tn_14336_168_8192,Gemm_Hipblaslt_TN_21938,0.11473
GemmTunableOp_Half_TN,tn_8192_248_28672,Gemm_Hipblaslt_TN_22087,0.306188
GemmTunableOp_Half_TN,tn_57344_248_8192,Gemm_Hipblaslt_TN_22029,0.552787
GemmTunableOp_Half_TN,tn_2560_24_8192,Gemm_Hipblaslt_TN_21531,0.019035
GemmTunableOp_Half_TN,tn_8192_256_28672,Gemm_Hipblaslt_TN_22339,0.311541
GemmTunableOp_Half_TN,tn_8192_216_7168,Gemm_Hipblaslt_TN_22197,0.0749946
GemmTunableOp_Half_TN,tn_10240_256_8192,Gemm_Hipblaslt_TN_21921,0.116815
GemmTunableOp_Half_TN,tn_8192_176_14336,Gemm_Hipblaslt_TN_21815,0.115147
GemmTunableOp_Half_TN,tn_8192_80_28672,Gemm_Hipblaslt_TN_22170,0.153174
GemmTunableOp_Half_TN,tn_10240_144_8192,Gemm_Hipblaslt_TN_22279,0.072161
GemmTunableOp_Half_TN,tn_8192_16384_14336,Gemm_Hipblaslt_TN_21883,7.85864
GemmTunableOp_Half_TN,tn_8192_152_28672,Gemm_Hipblaslt_TN_22162,0.189136
GemmTunableOp_Half_TN,tn_8192_56_7168,Gemm_Hipblaslt_TN_22165,0.0455476
GemmTunableOp_Half_TN,tn_10240_2048_8192,Gemm_Hipblaslt_TN_22071,0.658048
GemmTunableOp_Half_TN,tn_8192_8_4096,Gemm_Hipblaslt_TN_23386,0.0187899
GemmTunableOp_Half_TN,tn_8192_2048_2048,Gemm_Rocblas_16103,0.129107
GemmTunableOp_Half_TN,tn_57344_184_8192,Gemm_Hipblaslt_TN_22127,0.435509
GemmTunableOp_Half_TN,tn_2560_8_8192,Gemm_Hipblaslt_TN_21531,0.0175662
GemmTunableOp_Half_TN,tn_28672_88_8192,Gemm_Hipblaslt_TN_21645,0.173631
GemmTunableOp_Half_TN,tn_14336_232_8192,Gemm_Hipblaslt_TN_21954,0.126985
GemmTunableOp_Half_TN,tn_32000_1_8192,Gemm_Hipblaslt_TN_23388,0.143634
GemmTunableOp_Half_TN,tn_5120_16_8192,Gemm_Hipblaslt_TN_21520,0.0275118
GemmTunableOp_Half_TN,tn_8192_16384_8192,Gemm_Hipblaslt_TN_21883,4.20017
GemmTunableOp_Half_TN,tn_8000_128_8192,Gemm_Hipblaslt_TN_22164,0.0632588
GemmTunableOp_Half_TN,tn_57344_136_8192,Gemm_Hipblaslt_TN_22190,0.340265
GemmTunableOp_Half_TN,tn_14336_16_8192,Gemm_Hipblaslt_TN_23388,0.0563899
GemmTunableOp_Half_TN,tn_57344_144_8192,Gemm_Hipblaslt_TN_22190,0.336711
GemmTunableOp_Half_TN,tn_5120_160_8192,Gemm_Hipblaslt_TN_22058,0.0460117
GemmTunableOp_Half_TN,tn_8192_120_4096,Gemm_Hipblaslt_TN_22386,0.0413625
GemmTunableOp_Half_TN,tn_10240_24_8192,Gemm_Hipblaslt_TN_21530,0.049478
GemmTunableOp_Half_TN,tn_8192_80_4096,Gemm_Hipblaslt_TN_21638,0.032965
GemmTunableOp_Half_TN,tn_8192_136_4096,Gemm_Hipblaslt_TN_22386,0.0434529
GemmTunableOp_Half_TN,tn_8192_56_4096,Gemm_Hipblaslt_TN_21566,0.030013
GemmTunableOp_Half_TN,tn_8192_16_4096,Gemm_Hipblaslt_TN_23386,0.0187399
GemmTunableOp_Half_TN,tn_28672_4_8192,Gemm_Hipblaslt_TN_23388,0.136352
GemmTunableOp_Half_TN,tn_5120_112_8192,Gemm_Hipblaslt_TN_21685,0.0453685
GemmTunableOp_Half_TN,tn_8192_168_4096,Gemm_Hipblaslt_TN_22197,0.0489736
GemmTunableOp_Half_TN,tn_8192_248_14336,Gemm_Hipblaslt_TN_22087,0.164081
GemmTunableOp_Half_TN,tn_2560_160_8192,Gemm_Hipblaslt_TN_21778,0.0359605
GemmTunableOp_Half_TN,tn_57344_80_8192,Gemm_Hipblaslt_TN_22021,0.270684
GemmTunableOp_Half_TN,tn_28672_184_8192,Gemm_Hipblaslt_TN_21831,0.232646
GemmTunableOp_Half_TN,tn_8192_2048_4096,Gemm_Rocblas_16092,0.25734
GemmTunableOp_Half_TN,tn_2560_176_8192,Gemm_Hipblaslt_TN_21660,0.0393677
GemmTunableOp_Half_TN,tn_28672_152_8192,Gemm_Hipblaslt_TN_21780,0.204189
GemmTunableOp_Half_TN,tn_8192_104_4096,Gemm_Hipblaslt_TN_22386,0.0398577
GemmTunableOp_Half_TN,tn_8192_208_14336,Gemm_Hipblaslt_TN_22085,0.12676
GemmTunableOp_Half_TN,tn_8192_224_2048,Gemm_Hipblaslt_TN_12692,0.031177
GemmTunableOp_Half_TN,tn_8192_232_2048,Gemm_Hipblaslt_TN_12695,0.0328749
GemmTunableOp_Half_TN,tn_10240_136_8192,Gemm_Hipblaslt_TN_21781,0.0725754
GemmTunableOp_Half_TN,tn_28672_80_8192,Gemm_Hipblaslt_TN_21645,0.167867
GemmTunableOp_Half_TN,tn_8192_48_8192,Gemm_Hipblaslt_TN_22165,0.0467564
GemmTunableOp_Half_TN,tn_8192_88_14336,Gemm_Hipblaslt_TN_22170,0.0721191
GemmTunableOp_Half_TN,tn_5120_24_8192,Gemm_Hipblaslt_TN_21530,0.0287506
GemmTunableOp_Half_TN,tn_10240_2_8192,Gemm_Hipblaslt_TN_21620,0.0418908
GemmTunableOp_Half_TN,tn_10240_88_8192,Gemm_Hipblaslt_TN_22256,0.0616683
GemmTunableOp_Half_TN,tn_5120_128_8192,Gemm_Hipblaslt_TN_22364,0.0472176
GemmTunableOp_Half_TN,tn_8192_2_7168,Gemm_Hipblaslt_TN_23386,0.0278654
GemmTunableOp_Half_TN,tn_5120_144_8192,Gemm_Hipblaslt_TN_22058,0.0480894
GemmTunableOp_Half_TN,tn_57344_192_8192,Gemm_Hipblaslt_TN_21860,0.431769
GemmTunableOp_Half_TN,tn_2560_184_8192,Gemm_Hipblaslt_TN_21660,0.0398028
GemmTunableOp_Half_TN,tn_8192_40_28672,Gemm_Hipblaslt_TN_21609,0.145701
GemmTunableOp_Half_TN,tn_8192_2_28672,Gemm_Hipblaslt_TN_22379,0.125972
GemmTunableOp_Half_TN,tn_8192_80_14336,Gemm_Hipblaslt_TN_22170,0.0724702
GemmTunableOp_Half_TN,tn_8192_128_14336,Gemm_Hipblaslt_TN_22164,0.094927
GemmTunableOp_Half_TN,tn_8192_32768_7168,Gemm_Hipblaslt_TN_21883,6.67438
GemmTunableOp_Half_TN,tn_8192_232_4096,Gemm_Hipblaslt_TN_21954,0.0569888
GemmTunableOp_Half_TN,tn_2560_2_8192,Gemm_Hipblaslt_TN_21531,0.0176271
GemmTunableOp_Half_TN,tn_5120_16384_8192,Gemm_Hipblaslt_TN_21863,2.61753
GemmTunableOp_Half_TN,tn_8192_64_4096,Gemm_Hipblaslt_TN_23388,0.0297802
GemmTunableOp_Half_TN,tn_28672_64_8192,Gemm_Hipblaslt_TN_12683,0.156712
GemmTunableOp_Half_TN,tn_8192_216_14336,Gemm_Hipblaslt_TN_22085,0.129281
GemmTunableOp_Half_TN,tn_8192_2048_8192,Gemm_Rocblas_16092,0.491836
GemmTunableOp_Half_TN,tn_5120_64_8192,Gemm_Hipblaslt_TN_22377,0.0361597
GemmTunableOp_Half_TN,tn_57344_32768_8192,Gemm_Hipblaslt_TN_21883,54.6744
GemmTunableOp_Half_TN,tn_10240_208_8192,Gemm_Hipblaslt_TN_22173,0.0948872
GemmTunableOp_Half_TN,tn_8192_240_4096,Gemm_Hipblaslt_TN_21954,0.057684
GemmTunableOp_Half_TN,tn_8192_184_28672,Gemm_Hipblaslt_TN_22047,0.225886
GemmTunableOp_Half_TN,tn_8192_40_14336,Gemm_Hipblaslt_TN_21558,0.0635467
GemmTunableOp_Half_TN,tn_8192_200_4096,Gemm_Hipblaslt_TN_22197,0.050124
GemmTunableOp_Half_TN,tn_8192_192_2048,Gemm_Hipblaslt_TN_21949,0.0282462
GemmTunableOp_Half_TN,tn_10240_8_8192,Gemm_Hipblaslt_TN_21620,0.0440124
GemmTunableOp_Half_TN,tn_8192_176_7168,Gemm_Hipblaslt_TN_21996,0.0689498
GemmTunableOp_Half_TN,tn_8192_2048_14336,Gemm_Hipblaslt_TN_22190,1.01899
GemmTunableOp_Half_TN,tn_8192_160_7168,Gemm_Hipblaslt_TN_21967,0.0640962
GemmTunableOp_Half_TN,tn_8192_128_4096,Gemm_Hipblaslt_TN_22386,0.0413553
GemmTunableOp_Half_TN,tn_10240_32_8192,Gemm_Hipblaslt_TN_21530,0.0508412
GemmTunableOp_Half_TN,tn_57344_200_8192,Gemm_Hipblaslt_TN_22070,0.439517
GemmTunableOp_Half_TN,tn_8192_160_28672,Gemm_Hipblaslt_TN_21794,0.189061
GemmTunableOp_Half_TN,tn_8192_120_8192,Gemm_Hipblaslt_TN_22062,0.0588331
GemmTunableOp_Half_TN,tn_14336_48_8192,Gemm_Hipblaslt_TN_21602,0.0661882
GemmTunableOp_Half_TN,tn_8192_144_28672,Gemm_Hipblaslt_TN_21799,0.186068
GemmTunableOp_Half_TN,tn_57344_120_8192,Gemm_Hipblaslt_TN_22190,0.330866
GemmTunableOp_Half_TN,tn_8192_2_4096,Gemm_Hipblaslt_TN_23386,0.0182639
GemmTunableOp_Half_TN,tn_8192_24_7168,Gemm_Hipblaslt_TN_12675,0.0330421
GemmTunableOp_Half_TN,tn_57344_64_8192,Gemm_Hipblaslt_TN_22021,0.268524
GemmTunableOp_Half_TN,tn_2560_240_8192,Gemm_Hipblaslt_TN_21729,0.0484216
GemmTunableOp_Half_TN,tn_8192_88_8192,Gemm_Hipblaslt_TN_22165,0.050326
GemmTunableOp_Half_TN,tn_8192_32_28672,Gemm_Hipblaslt_TN_21538,0.136537
GemmTunableOp_Half_TN,tn_57344_160_8192,Gemm_Hipblaslt_TN_21797,0.344242
GemmTunableOp_Half_TN,tn_8192_56_28672,Gemm_Hipblaslt_TN_22170,0.150107
GemmTunableOp_Half_TN,tn_8192_184_4096,Gemm_Hipblaslt_TN_22197,0.0495904
GemmTunableOp_Half_TN,tn_8192_96_28672,Gemm_Hipblaslt_TN_22170,0.150906
GemmTunableOp_Half_TN,tn_10240_64_8192,Gemm_Hipblaslt_TN_21602,0.0544612
GemmTunableOp_Half_TN,tn_14336_200_8192,Gemm_Hipblaslt_TN_21954,0.130276
GemmTunableOp_Half_TN,tn_8192_32768_14336,Gemm_Hipblaslt_TN_22051,13.6427
GemmTunableOp_Half_TN,tn_8192_48_28672,Gemm_Hipblaslt_TN_22184,0.139593
